date,S_sutra,U,T,R_sutra,population_N
2021-03-28,7550111364.0,222233224.0,55558306,72097106,7900000000
2021-03-29,7549032728.0,222852584.0,55713146,72401542,7900000000
2021-03-30,7547562670.0,223760436.0,55940109,72736785,7900000000
2021-03-31,7545723226.0,224925984.0,56231496,73119294,7900000000
2021-04-01,7543553275.0,226386116.0,56596529,73464080,7900000000
2021-04-02,7541610178.0,227684428.0,56921107,73784287,7900000000
2021-04-03,7540372432.0,228381824.0,57095456,74150288,7900000000
2021-04-04,7538965574.0,229228760.0,57307190,74498476,7900000000
2021-04-05,7537871881.0,229825464.0,57456366,74846289,7900000000
2021-04-06,7536314395.0,230775456.0,57693864,75216285,7900000000
2021-04-07,7534931920.0,231494792.0,57873698,75699590,7900000000
2021-04-08,7532332676.0,233257980.0,58314495,76094849,7900000000
2021-04-09,7530410938.0,234432400.0,58608100,76548562,7900000000
2021-04-10,7528597694.0,235575000.0,58893750,76933556,7900000000
2021-04-11,7527171522.0,236291560.0,59072890,77464028,7900000000
2021-04-12,7525681220.0,237168016.0,59292004,77858760,7900000000
2021-04-13,7523807948.0,238277464.0,59569366,78345222,7900000000
2021-04-14,7521538938.0,239735160.0,59933790,78792112,7900000000
2021-04-15,7519210391.0,241242476.0,60310619,79236514,7900000000
2021-04-16,7516927609.0,242665408.0,60666352,79740631,7900000000
2021-04-17,7515031818.0,243767212.0,60941803,80259167,7900000000
2021-04-18,7513852032.0,244246888.0,61061722,80839358,7900000000
2021-04-19,7512538872.0,244869116.0,61217279,81374733,7900000000
2021-04-20,7510760235.0,245808156.0,61452039,81979570,7900000000
2021-04-21,7508363225.0,247315924.0,61828981,82491870,7900000000
2021-04-22,7506411404.0,248368344.0,62092086,83128166,7900000000
2021-04-23,7504432437.0,249439652.0,62359913,83767998,7900000000
2021-04-24,7502616451.0,250431408.0,62607852,84344289,7900000000
2021-04-25,7501109277.0,251210096.0,62802524,84878103,7900000000
2021-04-26,7500413491.0,251216832.0,62804208,85565469,7900000000
2021-04-27,7498941497.0,251849704.0,62962426,86246373,7900000000
2021-04-28,7496834202.0,253058208.0,63264552,86843038,7900000000
2021-04-29,7495193291.0,253805084.0,63451271,87550354,7900000000
2021-04-30,7493482830.0,254624176.0,63656044,88236950,7900000000
2021-05-01,7492238080.0,255074016.0,63768504,88919400,7900000000
2021-05-02,7491573781.0,255051044.0,63762761,89612414,7900000000
2021-05-03,7490695452.0,255238916.0,63809729,90255903,7900000000
2021-05-04,7489398272.0,255751140.0,63937785,90912803,7900000000
2021-05-05,7488042195.0,256265216.0,64066304,91626285,7900000000
2021-05-06,7486380413.0,257054152.0,64263538,92301897,7900000000
2021-05-07,7484990799.0,257608940.0,64402235,92998026,7900000000
2021-05-08,7483893329.0,257918112.0,64479528,93709031,7900000000
2021-05-09,7483297456.0,257864576.0,64466144,94371824,7900000000
2021-05-10,7482683980.0,257852408.0,64463102,95000510,7900000000
2021-05-11,7482059001.0,257751588.0,64437897,95751514,7900000000
2021-05-12,7480811762.0,258231340.0,64557835,96399063,7900000000
2021-05-13,7479898735.0,258409668.0,64602417,97089180,7900000000
2021-05-14,7479012298.0,258586540.0,64646635,97754527,7900000000
2021-05-15,7478424386.0,258542840.0,64635710,98397064,7900000000
2021-05-16,7478360892.0,258059712.0,64514928,99064468,7900000000
2021-05-17,7478621030.0,257256032.0,64314008,99808930,7900000000
2021-05-18,7478495292.0,256762132.0,64190533,100552043,7900000000
2021-05-19,7477927175.0,256658204.0,64164551,101250070,7900000000
2021-05-20,7479062401.0,255240672.0,63810168,101886759,7900000000
2021-05-21,7478389178.0,255287420.0,63821855,102501547,7900000000
2021-05-22,7477994417.0,255109820.0,63777455,103118308,7900000000
2021-05-23,7477594186.0,255028428.0,63757107,103620279,7900000000
2021-05-24,7477849164.0,254322372.0,63580593,104247871,7900000000
2021-05-25,7477490381.0,254147748.0,63536937,104824934,7900000000
2021-05-26,7476871493.0,254198208.0,63549552,105380747,7900000000
2021-05-27,7476926440.0,253596364.0,63399091,106078105,7900000000
2021-05-28,7476618737.0,253398556.0,63349639,106633068,7900000000
2021-05-29,7476247037.0,253289836.0,63322459,107140668,7900000000
2021-05-30,7476257018.0,252889908.0,63222477,107630597,7900000000
2021-05-31,7476438414.0,252321456.0,63080364,108159766,7900000000
2021-06-01,7476473926.0,251825940.0,62956485,108743649,7900000000
2021-06-02,7476149282.0,251662956.0,62915739,109272023,7900000000
2021-06-03,7475463547.0,251868192.0,62967048,109701213,7900000000
2021-06-04,7475441100.0,251465748.0,62866437,110226715,7900000000
2021-06-05,7475370365.0,251139832.0,62784958,110704845,7900000000
2021-06-06,7475521564.0,250665652.0,62666413,111146371,7900000000
2021-06-07,7475600717.0,250264732.0,62566183,111568368,7900000000
2021-06-08,7475409076.0,250086256.0,62521564,111983104,7900000000
2021-06-09,7475128396.0,249948644.0,62487161,112435799,7900000000
2021-06-10,7474515632.0,250107904.0,62526976,112849488,7900000000
2021-06-11,7473907575.0,250293924.0,62573481,113225020,7900000000
2021-06-12,7473421571.0,250411548.0,62602887,113563994,7900000000
2021-06-13,7473626210.0,249904108.0,62476027,113993655,7900000000
2021-06-14,7473466796.0,249754220.0,62438555,114340429,7900000000
2021-06-15,7473433591.0,249412668.0,62353167,114800574,7900000000
2021-06-16,7472884624.0,249572460.0,62393115,115149801,7900000000
2021-06-17,7472426561.0,249634528.0,62408632,115530279,7900000000
2021-06-18,7471687278.0,249970304.0,62492576,115849842,7900000000
2021-06-19,7471278188.0,250032096.0,62508024,116181692,7900000000
2021-06-20,7470814744.0,250190776.0,62547694,116446786,7900000000
2021-06-21,7470760341.0,249948524.0,62487131,116804004,7900000000
2021-06-22,7469922887.0,250375764.0,62593941,117107408,7900000000
2021-06-23,7469538744.0,250363284.0,62590821,117507151,7900000000
2021-06-24,7468651293.0,250841476.0,62710369,117796862,7900000000
2021-06-25,7467877541.0,251197560.0,62799390,118125509,7900000000
2021-06-26,7467241292.0,251470912.0,62867728,118420068,7900000000
2021-06-27,7466720068.0,251680900.0,62920225,118678807,7900000000
2021-06-28,7466364802.0,251703148.0,62925787,119006263,7900000000
2021-06-29,7465632426.0,252054316.0,63013579,119299679,7900000000
2021-06-30,7464758850.0,252528424.0,63132106,119580620,7900000000
2021-07-01,7464292564.0,252559168.0,63139792,120008476,7900000000
2021-07-02,7463245022.0,253164368.0,63291092,120299518,7900000000
2021-07-03,7462454987.0,253580576.0,63395144,120569293,7900000000
2021-07-04,7462011819.0,253696000.0,63424000,120868181,7900000000
2021-07-05,7461590206.0,253739696.0,63434924,121235174,7900000000
2021-07-06,7460648923.0,254230448.0,63557612,121563017,7900000000
2021-07-07,7459395365.0,255018764.0,63754691,121831180,7900000000
2021-07-08,7458156574.0,255775676.0,63943919,122123831,7900000000
2021-07-09,7456946866.0,256472148.0,64118037,122462949,7900000000
2021-07-10,7456618117.0,256379784.0,64094946,122907153,7900000000
2021-07-11,7455930601.0,256697408.0,64174352,123197639,7900000000
2021-07-12,7454968725.0,257225120.0,64306280,123499875,7900000000
2021-07-13,7453474218.0,258193968.0,64548492,123783322,7900000000
2021-07-14,7452103272.0,259026932.0,64756733,124113063,7900000000
2021-07-15,7450345361.0,260208416.0,65052104,124394119,7900000000
2021-07-16,7448928491.0,261029348.0,65257337,124784824,7900000000
2021-07-17,7447607397.0,261861592.0,65465398,125065613,7900000000
2021-07-18,7446772284.0,262276496.0,65569124,125382096,7900000000
2021-07-19,7445551833.0,263007480.0,65751870,125688817,7900000000
2021-07-20,7444170458.0,263856436.0,65964109,126008997,7900000000
2021-07-21,7442616250.0,264854536.0,66213634,126315580,7900000000
2021-07-22,7441214817.0,265690780.0,66422695,126671708,7900000000
2021-07-23,7438559677.0,267617780.0,66904445,126918098,7900000000
2021-07-24,7438468986.0,267276552.0,66819138,127435324,7900000000
2021-07-25,7437550584.0,267749340.0,66937335,127762741,7900000000
2021-07-26,7436049289.0,268710008.0,67177502,128063201,7900000000
2021-07-27,7434400995.0,269751972.0,67437993,128409040,7900000000
2021-07-28,7432497232.0,271005652.0,67751413,128745703,7900000000
2021-07-29,7430676439.0,272183576.0,68045894,129094091,7900000000
2021-07-30,7428243433.0,273884228.0,68471057,129401282,7900000000
2021-07-31,7426872424.0,274737892.0,68684473,129705211,7900000000
2021-08-01,7425613796.0,275513452.0,68878363,129994389,7900000000
2021-08-02,7423890857.0,276665288.0,69166322,130277533,7900000000
2021-08-03,7421937354.0,277984516.0,69496129,130582001,7900000000
2021-08-04,7419803304.0,279438108.0,69859527,130899061,7900000000
2021-08-05,6892778950.0,805776840.0,201444210,0,7900000000
2021-08-06,6888681320.0,809054944.0,202263736,0,7900000000
2021-08-07,6885874975.0,811300020.0,202825005,0,7900000000
2021-08-08,6883536390.0,813170888.0,203292722,0,7900000000
2021-08-09,6880440975.0,815647220.0,203911805,0,7900000000
2021-08-10,6877211915.0,818230468.0,204557617,0,7900000000
2021-08-11,6873558450.0,821153240.0,205288310,0,7900000000
2021-08-12,6870029740.0,823976208.0,205994052,0,7900000000
2021-08-13,6866020765.0,827183388.0,206795847,0,7900000000
2021-08-14,6863256210.0,829395032.0,207348758,0,7900000000
2021-08-15,6860922755.0,831261796.0,207815449,0,7900000000
2021-08-16,6857601035.0,833919172.0,208479793,0,7900000000
2021-08-17,6854187600.0,836649920.0,209162480,0,7900000000
2021-08-18,6850509385.0,839592492.0,209898123,0,7900000000
2021-08-19,6846950715.0,842439428.0,210609857,0,7900000000
2021-08-20,6843024650.0,845580280.0,211395070,0,7900000000
2021-08-21,6840229380.0,847816496.0,211954124,0,7900000000
2021-08-22,6837988980.0,849608816.0,212402204,0,7900000000
2021-08-23,6834568010.0,852345592.0,213086398,0,7900000000
2021-08-24,6831184145.0,855052684.0,213763171,0,7900000000
2021-08-25,6827497090.0,858002328.0,214500582,0,7900000000
2021-08-26,6823814845.0,860948124.0,215237031,0,7900000000
2021-08-27,6820059230.0,863952616.0,215988154,0,7900000000
2021-08-28,6817273330.0,866181336.0,216545334,0,7900000000
2021-08-29,6815039180.0,867968656.0,216992164,0,7900000000
2021-08-30,6811679925.0,870656060.0,217664015,0,7900000000
2021-08-31,6808576615.0,873138708.0,218284677,0,7900000000
2021-09-01,6804981215.0,876015028.0,219003757,0,7900000000
2021-09-02,6801597340.0,878722128.0,219680532,0,7900000000
2021-09-03,6797979475.0,881616420.0,220404105,0,7900000000
2021-09-04,6795495920.0,883603264.0,220900816,0,7900000000
2021-09-05,6793261060.0,885391152.0,221347788,0,7900000000
2021-09-06,6790872195.0,887302244.0,221825561,0,7900000000
2021-09-07,6787589745.0,889928204.0,222482051,0,7900000000
2021-09-08,6784401190.0,892479048.0,223119762,0,7900000000
2021-09-09,6781200465.0,895039628.0,223759907,0,7900000000
2021-09-10,6777906910.0,897674472.0,224418618,0,7900000000
2021-09-11,6775564300.0,899548560.0,224887140,0,7900000000
2021-09-12,6773707285.0,901034172.0,225258543,0,7900000000
2021-09-13,6770817775.0,903345780.0,225836445,0,7900000000
2021-09-14,6768068630.0,905545096.0,226386274,0,7900000000
2021-09-15,6765234375.0,907812500.0,226953125,0,7900000000
2021-09-16,6762297605.0,910161916.0,227540479,0,7900000000
2021-09-17,6759181510.0,912654792.0,228163698,0,7900000000
2021-09-18,6756562155.0,914750276.0,228687569,0,7900000000
2021-09-19,6754745170.0,916203864.0,229050966,0,7900000000
2021-09-20,6752094215.0,918324628.0,229581157,0,7900000000
2021-09-21,6749650815.0,920279348.0,230069837,0,7900000000
2021-09-22,6746975925.0,922419260.0,230604815,0,7900000000
2021-09-23,6744237775.0,924609780.0,231152445,0,7900000000
2021-09-24,6741491545.0,926806764.0,231701691,0,7900000000
2021-09-25,6739621535.0,928302772.0,232075693,0,7900000000
2021-09-26,6737842440.0,929726048.0,232431512,0,7900000000
2021-09-27,6735428595.0,931657124.0,232914281,0,7900000000
2021-09-28,6733173710.0,933461032.0,233365258,0,7900000000
2021-09-29,6730718825.0,935424940.0,233856235,0,7900000000
2021-09-30,6728269340.0,937384528.0,234346132,0,7900000000
2021-10-01,6725659330.0,939472536.0,234868134,0,7900000000
2021-10-02,6723906120.0,940875104.0,235218776,0,7900000000
2021-10-03,6722360905.0,942111276.0,235527819,0,7900000000
2021-10-04,6720125585.0,943899532.0,235974883,0,7900000000
2021-10-05,6718011340.0,945590928.0,236397732,0,7900000000
2021-10-06,6715476075.0,947619140.0,236904785,0,7900000000
2021-10-07,6713166905.0,949466476.0,237366619,0,7900000000
2021-10-08,6710789805.0,951368156.0,237842039,0,7900000000
2021-10-09,6709088785.0,952728972.0,238182243,0,7900000000
2021-10-10,6707506520.0,953994784.0,238498696,0,7900000000
2021-10-11,6705566580.0,955546736.0,238886684,0,7900000000
2021-10-12,6703375540.0,957299568.0,239324892,0,7900000000
2021-10-13,6701093430.0,959125256.0,239781314,0,7900000000
2021-10-14,6698826450.0,960938840.0,240234710,0,7900000000
2021-10-15,6696536520.0,962770784.0,240692696,0,7900000000
2021-10-16,6694829730.0,964136216.0,241034054,0,7900000000
2021-10-17,6693263225.0,965389420.0,241347355,0,7900000000
2021-10-18,6691124295.0,967100564.0,241775141,0,7900000000
2021-10-19,6688966455.0,968826836.0,242206709,0,7900000000
2021-10-20,6686584910.0,970732072.0,242683018,0,7900000000
2021-10-21,6684274660.0,972580272.0,243145068,0,7900000000
2021-10-22,6681810540.0,974551568.0,243637892,0,7900000000
2021-10-23,6679959250.0,976032600.0,244008150,0,7900000000
2021-10-24,6678413235.0,977269412.0,244317353,0,7900000000
2021-10-25,6676151235.0,979079012.0,244769753,0,7900000000
2021-10-26,6674018880.0,980784896.0,245196224,0,7900000000
2021-10-27,6671448895.0,982840884.0,245710221,0,7900000000
2021-10-28,6669033765.0,984772988.0,246193247,0,7900000000
2021-10-29,6666563350.0,986749320.0,246687330,0,7900000000
2021-10-30,6664690285.0,988247772.0,247061943,0,7900000000
2021-10-31,6662946050.0,989643160.0,247410790,0,7900000000
2021-11-01,6660657825.0,991473740.0,247868435,0,7900000000
2021-11-02,6658635580.0,993091536.0,248272884,0,7900000000
2021-11-03,6656011620.0,995190704.0,248797676,0,7900000000
2021-11-04,6653424335.0,997260532.0,249315133,0,7900000000
2021-11-05,6650802925.0,999357660.0,249839415,0,7900000000
2021-11-06,6648774180.0,1000980656.0,250245164,0,7900000000
2021-11-07,6647070685.0,1002343452.0,250585863,0,7900000000
2021-11-08,6644445445.0,1004443644.0,251110911,0,7900000000
2021-11-09,6642098375.0,1006321300.0,251580325,0,7900000000
2021-11-10,6639230730.0,1008615416.0,252153854,0,7900000000
2021-11-11,6636626315.0,1010698948.0,252674737,0,7900000000
2021-11-12,6633627550.0,1013097960.0,253274490,0,7900000000
2021-11-13,6631648930.0,1014680856.0,253670214,0,7900000000
2021-11-14,6629907535.0,1016073972.0,254018493,0,7900000000
2021-11-15,6626899605.0,1018480316.0,254620079,0,7900000000
2021-11-16,6624365480.0,1020507616.0,255126904,0,7900000000
2021-11-17,6621289435.0,1022968452.0,255742113,0,7900000000
2021-11-18,6618181150.0,1025455080.0,256363770,0,7900000000
2021-11-19,6615107965.0,1027913628.0,256978407,0,7900000000
2021-11-20,6612917885.0,1029665692.0,257416423,0,7900000000
2021-11-21,6611018925.0,1031184860.0,257796215,0,7900000000
2021-11-22,6607495650.0,1034003480.0,258500870,0,7900000000
2021-11-23,6604532685.0,1036373852.0,259093463,0,7900000000
2021-11-24,6601243160.0,1039005472.0,259751368,0,7900000000
2021-11-25,6598257055.0,1041394356.0,260348589,0,7900000000
2021-11-26,6595188600.0,1043849120.0,260962280,0,7900000000
2021-11-27,6593094575.0,1045524340.0,261381085,0,7900000000
2021-11-28,6591145625.0,1047083500.0,261770875,0,7900000000
2021-11-29,6587433930.0,1050052856.0,262513214,0,7900000000
2021-11-30,6584431595.0,1052454724.0,263113681,0,7900000000
2021-12-01,6580919275.0,1055264580.0,263816145,0,7900000000
2021-12-02,6577383090.0,1058093528.0,264523382,0,7900000000
2021-12-03,6573728900.0,1061016880.0,265254220,0,7900000000
2021-12-04,6571367850.0,1062905720.0,265726430,0,7900000000
2021-12-05,6569268845.0,1064584924.0,266146231,0,7900000000
2021-12-06,6565750235.0,1067399812.0,266849953,0,7900000000
2021-12-07,6562554000.0,1069956800.0,267489200,0,7900000000
2021-12-08,6558997280.0,1072802176.0,268200544,0,7900000000
2021-12-09,6555505360.0,1075595712.0,268898928,0,7900000000
2021-12-10,6552037690.0,1078369848.0,269592462,0,7900000000
2021-12-11,6549703170.0,1080237464.0,270059366,0,7900000000
2021-12-12,6547570420.0,1081943664.0,270485916,0,7900000000
2021-12-13,6544101005.0,1084719196.0,271179799,0,7900000000
2021-12-14,6540917020.0,1087266384.0,271816596,0,7900000000
2021-12-15,6537216150.0,1090227080.0,272556770,0,7900000000
2021-12-16,6533495015.0,1093203988.0,273300997,0,7900000000
2021-12-17,6529657185.0,1096274252.0,274068563,0,7900000000
2021-12-18,6527007475.0,1098394020.0,274598505,0,7900000000
2021-12-19,6524582695.0,1100333844.0,275083461,0,7900000000
2021-12-20,6520532365.0,1103574108.0,275893527,0,7900000000
2021-12-21,6516739060.0,1106608752.0,276652188,0,7900000000
2021-12-22,6512166645.0,1110266684.0,277566671,0,7900000000
2021-12-23,6507106505.0,1114314796.0,278578699,0,7900000000
2021-12-24,6502826005.0,1117739196.0,279434799,0,7900000000
