time,Date,S,E,I,R
771,2022-03-03,7826071209.126592,10071521.873408148,62765971.0,1091298.0
772,2022-03-04,7825699462.071965,10171314.928035043,63036429.0,1092794.0
773,2022-03-05,7825703738.310362,9946385.68963792,63255764.0,1094112.0
774,2022-03-06,7825923440.643355,9583190.356645077,63398467.0,1094902.0
775,2022-03-07,7825497629.330015,9822546.669984363,63583854.0,1095970.0
776,2022-03-08,7825090532.351569,10011407.64843085,63800939.0,1097121.0
777,2022-03-09,7824942871.067562,9957216.932437824,64001572.0,1098340.0
778,2022-03-10,7824493881.478455,10168477.521545617,64237846.0,1099795.0
779,2022-03-11,7824316555.387917,10123591.612082977,64458956.0,1100897.0
780,2022-03-12,7824290601.213242,9964441.78675831,64643084.0,1101873.0
781,2022-03-13,7824363330.352405,9753077.647595054,64781078.0,1102514.0
782,2022-03-14,7824095489.652246,9864151.347753646,64936926.0,1103433.0
783,2022-03-15,7823608922.152616,10144111.84738458,65143000.0,1103966.0
784,2022-03-16,7823079592.560188,10418655.439811582,65396879.0,1104873.0
785,2022-03-17,7823038260.376096,10245555.623904584,65610170.0,1106014.0
786,2022-03-18,7822798155.388492,10272008.611508673,65822802.0,1107034.0
787,2022-03-19,7822773454.731482,10118858.268518569,65999850.0,1107837.0
788,2022-03-20,7822873108.653981,9890806.346018938,66127710.0,1108375.0
789,2022-03-21,7822584086.395628,10018513.604372373,66276936.0,1120464.0
790,2022-03-22,7822165815.917811,10246349.082188912,66466427.0,1121408.0
791,2022-03-23,7821783345.000769,10411564.99923136,66682904.0,1122186.0
792,2022-03-24,7821649672.094044,10346402.905956417,66880811.0,1123114.0
793,2022-03-25,7821604837.717801,10222119.282199278,67049151.0,1123892.0
794,2022-03-26,7821600193.133352,10088435.866647882,67186900.0,1124471.0
795,2022-03-27,7821757979.641399,9843845.358600326,67273313.0,1124862.0
796,2022-03-28,7821177297.82929,10259119.170709848,67438168.0,1125415.0
797,2022-03-29,7821084892.281492,10201347.718508027,67587296.0,1126464.0
798,2022-03-30,7820575337.753109,10505908.24689148,67791619.0,1127135.0
799,2022-03-31,7820392194.0512705,10492176.9487298,67987709.0,1127920.0
800,2022-04-01,7820512542.756726,10230938.243273785,68127636.0,1128883.0
801,2022-04-02,7820577433.4738,10062337.526200645,68230952.0,1129277.0
802,2022-04-03,7820614268.259814,9947137.740185326,68309043.0,1129551.0
803,2022-04-04,7820241457.312281,10195202.687719474,68433271.0,1130069.0
804,2022-04-05,7820017908.822968,10280753.17703281,68570762.0,1130576.0
805,2022-04-06,7819874202.401436,10288670.598563762,68706051.0,1131076.0
806,2022-04-07,7819573446.429388,10429701.570611676,68865096.0,1131756.0
807,2022-04-08,7819704727.764821,10189956.23517933,68973168.0,1132148.0
808,2022-04-09,7819647090.406054,10149919.593946444,69070509.0,1132481.0
809,2022-04-10,7819663381.747025,10056859.25297541,69147095.0,1132664.0
810,2022-04-11,7819429067.049525,10190319.950474467,69247562.0,1133051.0
811,2022-04-12,7819343047.598582,10180192.401417611,69343324.0,1133436.0
812,2022-04-13,7818770564.870551,10580938.129449021,69514447.0,1134050.0
813,2022-04-14,7818772654.878668,10439343.121331694,69653364.0,1134638.0
814,2022-04-15,7819075422.784113,10072509.21588737,69717130.0,1134938.0
815,2022-04-16,7818949853.015972,10125504.984027948,69789471.0,1135171.0
