date,cumulative_confirmed,cumulative_recovered,active_infected,new_cases_daily,new_recovered_daily,S,I,R,E,S_seir,beta_est,gamma_est,sigma_est,R0_est,population_N
2021-09-03,220404105,0,220404105,723573.0,0.0,7679595895,220404105,0,3411941,7676183954,0.002944,0.0,0.2,,7900000000
2021-09-04,220900816,0,220900816,496711.0,0.0,7679099184,220900816,0,3236801,7675862383,0.002898,0.0,0.2,,7900000000
2021-09-05,221347788,0,221347788,446972.0,0.0,7678652212,221347788,0,3063111,7675589101,0.002892,0.0,0.2,,7900000000
2021-09-06,221825561,0,221825561,477773.0,0.0,7678174439,221825561,0,2821804,7675352635,0.002757,0.0,0.2,,7900000000
2021-09-07,222482051,0,222482051,656490.0,0.0,7677517949,222482051,0,2801519,7674716430,0.002773,0.0,0.2,,7900000000
2021-09-08,223119762,0,223119762,637711.0,0.0,7676880238,223119762,0,2715657,7674164581,0.002712,0.0,0.2,,7900000000
2021-09-09,223759907,0,223759907,640145.0,0.0,7676240093,223759907,0,2859091,7673381002,0.00268,0.0,0.2,,7900000000
2021-09-10,224418618,0,224418618,658711.0,0.0,7675581382,224418618,0,3070830,7672510552,0.00263,0.0,0.2,,7900000000
2021-09-11,224887140,0,224887140,468522.0,0.0,7675112860,224887140,0,3061579,7672051281,0.002606,0.0,0.2,,7900000000
2021-09-12,225258543,0,225258543,371403.0,0.0,7674741457,225258543,0,2776492,7671964965,0.002553,0.0,0.2,,7900000000
2021-09-13,225836445,0,225836445,577902.0,0.0,7674163555,225836445,0,2716683,7671446872,0.002612,0.0,0.2,,7900000000
2021-09-14,226386274,0,226386274,549829.0,0.0,7673613726,226386274,0,2626367,7670987359,0.002536,0.0,0.2,,7900000000
2021-09-15,226953125,0,226953125,566851.0,0.0,7673046875,226953125,0,2534507,7670512368,0.002484,0.0,0.2,,7900000000
2021-09-16,227540479,0,227540479,587354.0,0.0,7672459521,227540479,0,2653339,7669806182,0.002444,0.0,0.2,,7900000000
2021-09-17,228163698,0,228163698,623219.0,0.0,7671836302,228163698,0,2905155,7668931147,0.002415,0.0,0.2,,7900000000
2021-09-18,228687569,0,228687569,523871.0,0.0,7671312431,228687569,0,2851124,7668461307,0.002445,0.0,0.2,,7900000000
2021-09-19,229050966,0,229050966,363397.0,0.0,7670949034,229050966,0,2664692,7668284342,0.002436,0.0,0.2,,7900000000
2021-09-20,229581157,0,229581157,530191.0,0.0,7670418843,229581157,0,2628032,7667790811,0.0024,0.0,0.2,,7900000000
2021-09-21,230069837,0,230069837,488680.0,0.0,7669930163,230069837,0,2529358,7667400805,0.002356,0.0,0.2,,7900000000
2021-09-22,230604815,0,230604815,534978.0,0.0,7669395185,230604815,0,2441117,7666954068,0.00233,0.0,0.2,,7900000000
2021-09-23,231152445,0,231152445,547630.0,0.0,7668847555,231152445,0,2464876,7666382679,0.0023,0.0,0.2,,7900000000
2021-09-24,231701691,0,231701691,549246.0,0.0,7668298309,231701691,0,2650725,7665647584,0.002247,0.0,0.2,,7900000000
2021-09-25,232075693,0,232075693,374002.0,0.0,7667924307,232075693,0,2494536,7665429771,0.002149,0.0,0.2,,7900000000
2021-09-26,232431512,0,232431512,355819.0,0.0,7667568488,232431512,0,2361675,7665206813,0.002141,0.0,0.2,,7900000000
2021-09-27,232914281,0,232914281,482769.0,0.0,7667085719,232914281,0,2309466,7664776253,0.002106,0.0,0.2,,7900000000
2021-09-28,233365258,0,233365258,450977.0,0.0,7666634742,233365258,0,2212813,7664421929,0.002079,0.0,0.2,,7900000000
2021-09-29,233856235,0,233856235,490977.0,0.0,7666143765,233856235,0,2154544,7663989221,0.002047,0.0,0.2,,7900000000
2021-09-30,234346132,0,234346132,489897.0,0.0,7665653868,234346132,0,2270439,7663383429,0.002006,0.0,0.2,,7900000000
2021-10-01,234868134,0,234868134,522002.0,0.0,7665131866,234868134,0,2436622,7662695244,0.001985,0.0,0.2,,7900000000
2021-10-02,235218776,0,235218776,350642.0,0.0,7664781224,235218776,0,2304495,7662476729,0.001967,0.0,0.2,,7900000000
2021-10-03,235527819,0,235527819,309043.0,0.0,7664472181,235527819,0,2162561,7662309620,0.001936,0.0,0.2,,7900000000
2021-10-04,235974883,0,235974883,447064.0,0.0,7664025117,235974883,0,2118648,7661906469,0.00191,0.0,0.2,,7900000000
2021-10-05,236397732,0,236397732,422849.0,0.0,7663602268,236397732,0,2051600,7661550668,0.001889,0.0,0.2,,7900000000
2021-10-06,236904785,0,236904785,507053.0,0.0,7663095215,236904785,0,2036651,7661058564,0.001895,0.0,0.2,,7900000000
2021-10-07,237366619,0,237366619,461834.0,0.0,7662633381,237366619,0,2147843,7660485538,0.001874,0.0,0.2,,7900000000
2021-10-08,237842039,0,237842039,475420.0,0.0,7662157961,237842039,0,2314220,7659843741,0.001842,0.0,0.2,,7900000000
2021-10-09,238182243,0,238182243,340204.0,0.0,7661817757,238182243,0,2207360,7659610397,0.001833,0.0,0.2,,7900000000
2021-10-10,238498696,0,238498696,316453.0,0.0,7661501304,238498696,0,2100964,7659400340,0.001835,0.0,0.2,,7900000000
2021-10-11,238886684,0,238886684,387988.0,0.0,7661113316,238886684,0,1981899,7659131417,0.001796,0.0,0.2,,7900000000
2021-10-12,239324892,0,239324892,438208.0,0.0,7660675108,239324892,0,1958273,7658716835,0.001802,0.0,0.2,,7900000000
2021-10-13,239781314,0,239781314,456422.0,0.0,7660218686,239781314,0,1939275,7658279411,0.001767,0.0,0.2,,7900000000
2021-10-14,240234710,0,240234710,453396.0,0.0,7659765290,240234710,0,2052467,7657712823,0.001759,0.0,0.2,,7900000000
2021-10-15,240692696,0,240692696,457986.0,0.0,7659307304,240692696,0,2194000,7657113304,0.001745,0.0,0.2,,7900000000
2021-10-16,241034054,0,241034054,341358.0,0.0,7658965946,241034054,0,2147370,7656818576,0.001743,0.0,0.2,,7900000000
2021-10-17,241347355,0,241347355,313301.0,0.0,7658652645,241347355,0,2022463,7656630182,0.001739,0.0,0.2,,7900000000
2021-10-18,241775141,0,241775141,427786.0,0.0,7658224859,241775141,0,1993827,7656231032,0.001761,0.0,0.2,,7900000000
2021-10-19,242206709,0,242206709,431568.0,0.0,7657793291,242206709,0,1971999,7655821292,0.001753,0.0,0.2,,7900000000
2021-10-20,242683018,0,242683018,476309.0,0.0,7657316982,242683018,0,1990322,7655326660,0.001762,0.0,0.2,,7900000000
2021-10-21,243145068,0,243145068,462050.0,0.0,7656854932,243145068,0,2111014,7654743918,0.001764,0.0,0.2,,7900000000
2021-10-22,243637892,0,243637892,492824.0,0.0,7656362108,243637892,0,2290537,7654071571,0.001782,0.0,0.2,,7900000000
2021-10-23,244008150,0,244008150,370258.0,0.0,7655991850,244008150,0,2233009,7653758841,0.001797,0.0,0.2,,7900000000
2021-10-24,244317353,0,244317353,309203.0,0.0,7655682647,244317353,0,2110644,7653572003,0.001792,0.0,0.2,,7900000000
2021-10-25,244769753,0,244769753,452400.0,0.0,7655230247,244769753,0,2086735,7653143512,0.001804,0.0,0.2,,7900000000
2021-10-26,245196224,0,245196224,426471.0,0.0,7654803776,245196224,0,2051156,7652752620,0.001798,0.0,0.2,,7900000000
2021-10-27,245710221,0,245710221,513997.0,0.0,7654289779,245710221,0,2072329,7652217450,0.001817,0.0,0.2,,7900000000
2021-10-28,246193247,0,246193247,483026.0,0.0,7653806753,246193247,0,2185097,7651621656,0.001826,0.0,0.2,,7900000000
2021-10-29,246687330,0,246687330,494083.0,0.0,7653312670,246687330,0,2369977,7650942693,0.001823,0.0,0.2,,7900000000
2021-10-30,247061943,0,247061943,374613.0,0.0,7652938057,247061943,0,2292190,7650645867,0.001823,0.0,0.2,,7900000000
2021-10-31,247410790,0,247410790,348847.0,0.0,7652589210,247410790,0,2214566,7650374644,0.001844,0.0,0.2,,7900000000
2021-11-01,247868435,0,247868435,457645.0,0.0,7652131565,247868435,0,2158214,7649973351,0.001844,0.0,0.2,,7900000000
2021-11-02,248272884,0,248272884,404449.0,0.0,7651727116,248272884,0,2079637,7649647479,0.001828,0.0,0.2,,7900000000
2021-11-03,248797676,0,248797676,524792.0,0.0,7651202324,248797676,0,2110346,7649091978,0.00183,0.0,0.2,,7900000000
2021-11-04,249315133,0,249315133,517457.0,0.0,7650684867,249315133,0,2253190,7648431677,0.001847,0.0,0.2,,7900000000
2021-11-05,249839415,0,249839415,524282.0,0.0,7650160585,249839415,0,2428625,7647731960,0.001861,0.0,0.2,,7900000000
2021-11-06,250245164,0,250245164,405749.0,0.0,7649754836,250245164,0,2376729,7647378107,0.001877,0.0,0.2,,7900000000
2021-11-07,250585863,0,250585863,340699.0,0.0,7649414137,250585863,0,2312979,7647101158,0.001869,0.0,0.2,,7900000000
2021-11-08,251110911,0,251110911,525048.0,0.0,7648889089,251110911,0,2313235,7646575854,0.001905,0.0,0.2,,7900000000
2021-11-09,251580325,0,251580325,469414.0,0.0,7648419675,251580325,0,2265192,7646154483,0.00194,0.0,0.2,,7900000000
2021-11-10,252153854,0,252153854,573529.0,0.0,7647846146,252153854,0,2314439,7645531707,0.001964,0.0,0.2,,7900000000
2021-11-11,252674737,0,252674737,520883.0,0.0,7647325263,252674737,0,2429573,7644895690,0.001962,0.0,0.2,,7900000000
2021-11-12,253274490,0,253274490,599753.0,0.0,7646725510,253274490,0,2688627,7644036883,0.002002,0.0,0.2,,7900000000
2021-11-13,253670214,0,253670214,395724.0,0.0,7646329786,253670214,0,2559303,7643770483,0.001993,0.0,0.2,,7900000000
2021-11-14,254018493,0,254018493,348279.0,0.0,7645981507,254018493,0,2438168,7643543339,0.001995,0.0,0.2,,7900000000
2021-11-15,254620079,0,254620079,601586.0,0.0,7645379921,254620079,0,2466225,7642913696,0.002034,0.0,0.2,,7900000000
2021-11-16,255126904,0,255126904,506825.0,0.0,7644873096,255126904,0,2452167,7642420929,0.002052,0.0,0.2,,7900000000
2021-11-17,255742113,0,255742113,615209.0,0.0,7644257887,255742113,0,2467623,7641790264,0.002071,0.0,0.2,,7900000000
2021-11-18,256363770,0,256363770,621657.0,0.0,7643636230,256363770,0,2693556,7640942674,0.002125,0.0,0.2,,7900000000
2021-11-19,256978407,0,256978407,614637.0,0.0,7643021593,256978407,0,2959914,7640061679,0.002128,0.0,0.2,,7900000000
2021-11-20,257416423,0,257416423,438016.0,0.0,7642583577,257416423,0,2796344,7639787233,0.002149,0.0,0.2,,7900000000
2021-11-21,257796215,0,257796215,379792.0,0.0,7642203785,257796215,0,2669311,7639534474,0.002164,0.0,0.2,,7900000000
2021-11-22,258500870,0,258500870,704655.0,0.0,7641499130,258500870,0,2758757,7638740373,0.002217,0.0,0.2,,7900000000
2021-11-23,259093463,0,259093463,592593.0,0.0,7640906537,259093463,0,2729693,7638176844,0.002261,0.0,0.2,,7900000000
2021-11-24,259751368,0,259751368,657905.0,0.0,7640248632,259751368,0,2772961,7637475671,0.00228,0.0,0.2,,7900000000
2021-11-25,260348589,0,260348589,597221.0,0.0,7639651411,260348589,0,2932166,7636719245,0.002261,0.0,0.2,,7900000000
2021-11-26,260962280,0,260962280,613691.0,0.0,7639037720,260962280,0,3166065,7635871655,0.002255,0.0,0.2,,7900000000
2021-11-27,261381085,0,261381085,418805.0,0.0,7638618915,261381085,0,2880215,7635738700,0.002241,0.0,0.2,,7900000000
2021-11-28,261770875,0,261770875,389790.0,0.0,7638229125,261770875,0,2677412,7635551713,0.002243,0.0,0.2,,7900000000
2021-11-29,262513214,0,262513214,742339.0,0.0,7637486786,262513214,0,2761846,7634724940,0.002259,0.0,0.2,,7900000000
2021-11-30,263113681,0,263113681,600467.0,0.0,7636886319,263113681,0,2765092,7634121227,0.002258,0.0,0.2,,7900000000
2021-12-01,263816145,0,263816145,702464.0,0.0,7636183855,263816145,0,2853865,7633329990,0.002277,0.0,0.2,,7900000000
2021-12-02,264523382,0,264523382,707237.0,0.0,7635476618,264523382,0,3142297,7632334321,0.002333,0.0,0.2,,7900000000
2021-12-03,265254220,0,265254220,730838.0,0.0,7634745780,265254220,0,3483345,7631262435,0.002392,0.0,0.2,,7900000000
2021-12-04,265726430,0,265726430,472210.0,0.0,7634273570,265726430,0,3213216,7631060354,0.002417,0.0,0.2,,7900000000
2021-12-05,266146231,0,266146231,419801.0,0.0,7633853769,266146231,0,3032550,7630821219,0.00243,0.0,0.2,,7900000000
2021-12-06,266849953,0,266849953,703722.0,0.0,7633150047,266849953,0,3033808,7630116239,0.002403,0.0,0.2,,7900000000
2021-12-07,267489200,0,267489200,639247.0,0.0,7632510800,267489200,0,2965818,7629544982,0.002419,0.0,0.2,,7900000000
2021-12-08,268200544,0,268200544,711344.0,0.0,7631799456,268200544,0,2946324,7628853132,0.002417,0.0,0.2,,7900000000
2021-12-09,268898928,0,268898928,698384.0,0.0,7631101072,268898928,0,3172498,7627928574,0.002406,0.0,0.2,,7900000000
2021-12-10,269592462,0,269592462,693534.0,0.0,7630407538,269592462,0,3446231,7626961307,0.00238,0.0,0.2,,7900000000
2021-12-11,270059366,0,270059366,466904.0,0.0,7629940634,270059366,0,3209413,7626731221,0.002373,0.0,0.2,,7900000000
2021-12-12,270485916,0,270485916,426550.0,0.0,7629514084,270485916,0,2996716,7626517368,0.002373,0.0,0.2,,7900000000
2021-12-13,271179799,0,271179799,693883.0,0.0,7628820201,271179799,0,2979255,7625840946,0.002362,0.0,0.2,,7900000000
2021-12-14,271816596,0,271816596,636797.0,0.0,7628183404,271816596,0,2917668,7625265736,0.002355,0.0,0.2,,7900000000
2021-12-15,272556770,0,272556770,740174.0,0.0,7627443230,272556770,0,2964308,7624478922,0.002365,0.0,0.2,,7900000000
2021-12-16,273300997,0,273300997,744227.0,0.0,7626699003,273300997,0,3241631,7623457372,0.002383,0.0,0.2,,7900000000
2021-12-17,274068563,0,274068563,767566.0,0.0,7625931437,274068563,0,3582647,7622348790,0.002417,0.0,0.2,,7900000000
2021-12-18,274598505,0,274598505,529942.0,0.0,7625401495,274598505,0,3418706,7621982789,0.002446,0.0,0.2,,7900000000
2021-12-19,275083461,0,275083461,484956.0,0.0,7624916539,275083461,0,3266865,7621649674,0.002474,0.0,0.2,,7900000000
2021-12-20,275893527,0,275893527,810066.0,0.0,7624106473,275893527,0,3336757,7620769716,0.002529,0.0,0.2,,7900000000
2021-12-21,276652188,0,276652188,758661.0,0.0,7623347812,276652188,0,3351191,7619996621,0.002588,0.0,0.2,,7900000000
2021-12-22,277566671,0,277566671,914483.0,0.0,7622433329,277566671,0,3498108,7618935221,0.002672,0.0,0.2,,7900000000
2021-12-23,278578699,0,278578699,1012028.0,0.0,7621421301,278578699,0,3980194,7617441107,0.002805,0.0,0.2,,7900000000
2021-12-24,279434799,0,279434799,856100.0,0.0,7620565201,279434799,0,4351338,7616213863,0.002844,0.0,0.2,,7900000000
2021-12-25,280116791,0,280116791,681992.0,0.0,7619883209,280116791,0,4223264,7615659945,0.002918,0.0,0.2,,7900000000
2021-12-26,280692270,0,280692270,575479.0,0.0,7619307730,280692270,0,4040082,7615267648,0.00296,0.0,0.2,,7900000000
2021-12-27,282033889,0,282033889,1341619.0,0.0,7617966111,282033889,0,4467218,7613498893,0.003225,0.0,0.2,,7900000000
2021-12-28,283370260,0,283370260,1336371.0,0.0,7616629740,283370260,0,4791561,7611838179,0.003513,0.0,0.2,,7900000000
2021-12-29,285075127,0,285075127,1704867.0,0.0,7614924873,285075127,0,5640328,7609284545,0.003904,0.0,0.2,,7900000000
2021-12-30,287025253,0,287025253,1950126.0,0.0,7612974747,287025253,0,6908462,7606066285,0.004362,0.0,0.2,,7900000000
2021-12-31,288728291,0,288728291,1703038.0,0.0,7611271709,288728291,0,8036021,7603235688,0.004773,0.0,0.2,,7900000000
2022-01-01,289931428,0,289931428,1203137.0,0.0,7610068572,289931428,0,7897539,7602171033,0.00502,0.0,0.2,,7900000000
2022-01-02,290849939,0,290849939,918511.0,0.0,7609150061,290849939,0,7479679,7601670382,0.00518,0.0,0.2,,7900000000
2022-01-03,293188320,0,293188320,2338381.0,0.0,7606811680,293188320,0,8113193,7598698487,0.005645,0.0,0.2,,7900000000
2022-01-04,295801747,0,295801747,2613427.0,0.0,7604198253,295801747,0,8776494,7595421759,0.006237,0.0,0.2,,7900000000
2022-01-05,298385756,0,298385756,2584009.0,0.0,7601614244,298385756,0,9657465,7591956779,0.006623,0.0,0.2,,7900000000
2022-01-06,301054978,0,301054978,2669222.0,0.0,7598945022,301054978,0,11123550,7587821472,0.006921,0.0,0.2,,7900000000
2022-01-07,304008616,0,304008616,2953638.0,0.0,7595991384,304008616,0,13158677,7582832707,0.007468,0.0,0.2,,7900000000
2022-01-08,306145200,0,306145200,2136584.0,0.0,7593854800,306145200,0,12956880,7580897920,0.007871,0.0,0.2,,7900000000
2022-01-09,308150282,0,308150282,2005082.0,0.0,7591849718,308150282,0,12348535,7579501183,0.008346,0.0,0.2,,7900000000
2022-01-10,311401997,0,311401997,3251715.0,0.0,7588598003,311401997,0,13016241,7575581762,0.008698,0.0,0.2,,7900000000
2022-01-11,314432404,0,314432404,3030407.0,0.0,7585567596,314432404,0,13377426,7572190170,0.008815,0.0,0.2,,7900000000
2022-01-12,317879058,0,317879058,3446654.0,0.0,7582120942,317879058,0,13870442,7568250500,0.009128,0.0,0.2,,7900000000
2022-01-13,321066163,0,321066163,3187105.0,0.0,7578933837,321066163,0,14920963,7564012874,0.009281,0.0,0.2,,7900000000
2022-01-14,324382616,0,324382616,3316453.0,0.0,7575617384,324382616,0,16232334,7559385050,0.009357,0.0,0.2,,7900000000
2022-01-15,326810379,0,326810379,2427763.0,0.0,7573189621,326810379,0,15408382,7557781239,0.009423,0.0,0.2,,7900000000
2022-01-16,328981578,0,328981578,2171199.0,0.0,7571018422,328981578,0,14549174,7556469248,0.009439,0.0,0.2,,7900000000
2022-01-17,331759391,0,331759391,2777813.0,0.0,7568240609,331759391,0,13880333,7554360276,0.00915,0.0,0.2,,7900000000
2022-01-18,335523995,0,335523995,3764604.0,0.0,7564476005,335523995,0,14457832,7550018173,0.009379,0.0,0.2,,7900000000
2022-01-19,339607276,0,339607276,4083281.0,0.0,7560392724,339607276,0,15224660,7545168064,0.009551,0.0,0.2,,7900000000
2022-01-20,343341570,0,343341570,3734294.0,0.0,7556658430,343341570,0,16531191,7540127239,0.009689,0.0,0.2,,7900000000
2022-01-21,347151687,0,347151687,3810117.0,0.0,7552848313,347151687,0,18170109,7534678204,0.0098,0.0,0.2,,7900000000
2022-01-22,349801473,0,349801473,2649786.0,0.0,7550198527,349801473,0,18042082,7532156445,0.009824,0.0,0.2,,7900000000
2022-01-23,352184811,0,352184811,2383338.0,0.0,7547815189,352184811,0,16660816,7531154373,0.009851,0.0,0.2,,7900000000
2022-01-24,355817671,0,355817671,3632860.0,0.0,7544182329,355817671,0,16210395,7527971934,0.010115,0.0,0.2,,7900000000
2022-01-25,359471485,0,359471485,3653814.0,0.0,7540528515,359471485,0,16129915,7524398600,0.009971,0.0,0.2,,7900000000
2022-01-26,363233158,0,363233158,3761673.0,0.0,7536766842,363233158,0,16081471,7520685371,0.00974,0.0,0.2,,7900000000
2022-01-27,366932890,0,366932890,3699732.0,0.0,7533067110,366932890,0,17131417,7515935693,0.009632,0.0,0.2,,7900000000
2022-01-28,370611819,0,370611819,3678929.0,0.0,7529388181,370611819,0,18427008,7510961173,0.009488,0.0,0.2,,7900000000
2022-01-29,373175361,0,373175361,2563542.0,0.0,7526824639,373175361,0,17357690,7509466949,0.009392,0.0,0.2,,7900000000
2022-01-30,375352380,0,375352380,2177019.0,0.0,7524647620,375352380,0,15880895,7508766725,0.009257,0.0,0.2,,7900000000
2022-01-31,379211855,0,379211855,3859475.0,0.0,7520788145,379211855,0,15978697,7504809448,0.009257,0.0,0.2,,7900000000
2022-02-01,382341587,0,382341587,3129732.0,0.0,7517658413,382341587,0,15408697,7502249716,0.00898,0.0,0.2,,7900000000
2022-02-02,385526232,0,385526232,3184645.0,0.0,7514473768,385526232,0,14914413,7499559355,0.008685,0.0,0.2,,7900000000
2022-02-03,388720309,0,388720309,3194077.0,0.0,7511279691,388720309,0,15544948,7495734743,0.008421,0.0,0.2,,7900000000
2022-02-04,391675874,0,391675874,2955565.0,0.0,7508324126,391675874,0,16323494,7492000632,0.008084,0.0,0.2,,7900000000
2022-02-05,393779507,0,393779507,2103633.0,0.0,7506220493,393779507,0,14567652,7491652841,0.007867,0.0,0.2,,7900000000
2022-02-06,395542316,0,395542316,1762809.0,0.0,7504457684,395542316,0,13200729,7491256955,0.007676,0.0,0.2,,7900000000
2022-02-07,398516432,0,398516432,2974116.0,0.0,7501483568,398516432,0,12990200,7488493368,0.007288,0.0,0.2,,7900000000
2022-02-08,401116122,0,401116122,2599690.0,0.0,7498883878,401116122,0,12395813,7486488065,0.007044,0.0,0.2,,7900000000
2022-02-09,403549117,0,403549117,2432995.0,0.0,7496450883,403549117,0,11873243,7484577640,0.006724,0.0,0.2,,7900000000
2022-02-10,406363391,0,406363391,2814274.0,0.0,7493636609,406363391,0,12583884,7481052725,0.006539,0.0,0.2,,7900000000
2022-02-11,408788228,0,408788228,2424837.0,0.0,7491211772,408788228,0,13245912,7477965860,0.006306,0.0,0.2,,7900000000
2022-02-12,410513339,0,410513339,1725111.0,0.0,7489486661,410513339,0,11996907,7477489754,0.006142,0.0,0.2,,7900000000
2022-02-13,411919279,0,411919279,1405940.0,0.0,7488080721,411919279,0,10803157,7477277564,0.005992,0.0,0.2,,7900000000
2022-02-14,413962163,0,413962163,2042884.0,0.0,7486037837,413962163,0,10413046,7475624791,0.005625,0.0,0.2,,7900000000
2022-02-15,415832953,0,415832953,1870790.0,0.0,7484167047,415832953,0,9469562,7474697485,0.005337,0.0,0.2,,7900000000
2022-02-16,418072759,0,418072759,2239806.0,0.0,7481927241,418072759,0,9284531,7472642710,0.00524,0.0,0.2,,7900000000
2022-02-17,420135672,0,420135672,2062913.0,0.0,7479864328,420135672,0,9622333,7470241995,0.004946,0.0,0.2,,7900000000
2022-02-18,422119106,0,422119106,1983434.0,0.0,7477880894,422119106,0,10199827,7467681067,0.004766,0.0,0.2,,7900000000
2022-02-19,423596187,0,423596187,1477081.0,0.0,7476403813,423596187,0,9634024,7466769789,0.004662,0.0,0.2,,7900000000
2022-02-20,424789720,0,424789720,1193533.0,0.0,7475210280,424789720,0,8956767,7466253513,0.004574,0.0,0.2,,7900000000
2022-02-21,426495378,0,426495378,1705658.0,0.0,7473504622,426495378,0,8422619,7465082003,0.004438,0.0,0.2,,7900000000
2022-02-22,428169102,0,428169102,1673724.0,0.0,7471830898,428169102,0,8033430,7463797468,0.004352,0.0,0.2,,7900000000
2022-02-23,430086590,0,430086590,1917488.0,0.0,7469913410,430086590,0,7967484,7461945926,0.00422,0.0,0.2,,7900000000
2022-02-24,431874501,0,431874501,1787911.0,0.0,7468125499,431874501,0,8278314,7459847185,0.004108,0.0,0.2,,7900000000
2022-02-25,433528807,0,433528807,1654306.0,0.0,7466471193,433528807,0,8739087,7457732106,0.003978,0.0,0.2,,7900000000
2022-02-26,434802795,0,434802795,1273988.0,0.0,7465197205,434802795,0,8307417,7456889788,0.003896,0.0,0.2,,7900000000
2022-02-27,435854949,0,435854949,1052154.0,0.0,7464145051,435854949,0,7685847,7456459204,0.003839,0.0,0.2,,7900000000
2022-02-28,437463827,0,437463827,1608878.0,0.0,7462536173,437463827,0,7377237,7455158936,0.003792,0.0,0.2,,7900000000
2022-03-01,439062564,0,439062564,1598737.0,0.0,7460937436,439062564,0,7188063,7453749373,0.003753,0.0,0.2,,7900000000
2022-03-02,440722439,0,440722439,1659875.0,0.0,7459277561,440722439,0,7193632,7452083929,0.003651,0.0,0.2,,7900000000
2022-03-03,442497646,0,442497646,1775207.0,0.0,7457502354,442497646,0,7694851,7449807503,0.003633,0.0,0.2,,7900000000
2022-03-04,444260070,0,444260070,1762424.0,0.0,7455739930,444260070,0,8405121,7447334809,0.003656,0.0,0.2,,7900000000
2022-03-05,445550401,0,445550401,1290331.0,0.0,7454449599,445550401,0,8086574,7446363025,0.003652,0.0,0.2,,7900000000
2022-03-06,446660147,0,446660147,1109746.0,0.0,7453339853,446660147,0,7597583,7445742270,0.003663,0.0,0.2,,7900000000
2022-03-07,448401620,0,448401620,1741473.0,0.0,7451598380,448401620,0,7679181,7443919199,0.003694,0.0,0.2,,7900000000
2022-03-08,449985919,0,449985919,1584299.0,0.0,7450014081,449985919,0,7488273,7442525808,0.003677,0.0,0.2,,7900000000
2022-03-09,451976099,0,451976099,1990180.0,0.0,7448023901,451976099,0,7716029,7440307872,0.003773,0.0,0.2,,7900000000
2022-03-10,453847080,0,453847080,1870981.0,0.0,7446152920,453847080,0,8296679,7437856241,0.00379,0.0,0.2,,7900000000
2022-03-11,455719680,0,455719680,1872600.0,0.0,7444280320,455719680,0,9059533,7435220787,0.003812,0.0,0.2,,7900000000
2022-03-12,457280387,0,457280387,1560707.0,0.0,7442719613,457280387,0,8878767,7433840846,0.00389,0.0,0.2,,7900000000
2022-03-13,458418032,0,458418032,1137645.0,0.0,7441581968,458418032,0,8432113,7433149855,0.00389,0.0,0.2,,7900000000
2022-03-14,460415942,0,460415942,1997910.0,0.0,7439584058,460415942,0,8439843,7431144215,0.003958,0.0,0.2,,7900000000
2022-03-15,462225344,0,462225344,1809402.0,0.0,7437774656,462225344,0,8378264,7429396392,0.004018,0.0,0.2,,7900000000
2022-03-16,464464205,0,464464205,2238861.0,0.0,7435535795,464464205,0,8744525,7426791270,0.004081,0.0,0.2,,7900000000
2022-03-17,466542109,0,466542109,2077904.0,0.0,7433457891,466542109,0,9261722,7424196169,0.004131,0.0,0.2,,7900000000
2022-03-18,468433636,0,468433636,1891527.0,0.0,7431566364,468433636,0,10015604,7421550760,0.004122,0.0,0.2,,7900000000
2022-03-19,469913015,0,469913015,1479379.0,0.0,7430086985,469913015,0,9497073,7420589912,0.004083,0.0,0.2,,7900000000
2022-03-20,470873843,0,470873843,960828.0,0.0,7429126157,470873843,0,8648499,7420477658,0.004018,0.0,0.2,,7900000000
2022-03-21,472753728,0,472753728,1879885.0,0.0,7427246272,472753728,0,8289523,7418956749,0.003966,0.0,0.2,,7900000000
2022-03-22,474730951,0,474730951,1977223.0,0.0,7425269049,474730951,0,8188842,7417080207,0.004004,0.0,0.2,,7900000000
2022-03-23,476534854,0,476534854,1803903.0,0.0,7423465146,476534854,0,8101218,7415363928,0.003851,0.0,0.2,,7900000000
2022-03-24,478319055,0,478319055,1784201.0,0.0,7421680945,478319055,0,8406040,7413274905,0.003744,0.0,0.2,,7900000000
2022-03-25,480078626,0,480078626,1759571.0,0.0,7419921374,480078626,0,9204783,7410716591,0.003689,0.0,0.2,,7900000000
2022-03-26,481203035,0,481203035,1124409.0,0.0,7418796965,481203035,0,8449307,7410347658,0.003569,0.0,0.2,,7900000000
2022-03-27,482053796,0,482053796,850761.0,0.0,7417946204,482053796,0,7322845,7410623359,0.003528,0.0,0.2,,7900000000
2022-03-28,483898093,0,483898093,1844297.0,0.0,7416101907,483898093,0,7363239,7408738668,0.003505,0.0,0.2,,7900000000
2022-03-29,485649915,0,485649915,1751822.0,0.0,7414350085,485649915,0,7330860,7407019225,0.003422,0.0,0.2,,7900000000
2022-03-30,487247590,0,487247590,1597675.0,0.0,7412752410,487247590,0,7168964,7405583446,0.003347,0.0,0.2,,7900000000
2022-03-31,488810861,0,488810861,1563271.0,0.0,7411189139,488810861,0,7607826,7403581313,0.003269,0.0,0.2,,7900000000
2022-04-01,490229883,0,490229883,1419022.0,0.0,7409770117,490229883,0,8176087,7401594030,0.003154,0.0,0.2,,7900000000
2022-04-02,491102544,0,491102544,872661.0,0.0,7408897456,491102544,0,7204451,7401693005,0.003071,0.0,0.2,,7900000000
